Player,Seasons,Wins Added,WA / Season,Career LEBRON,Career O-LEBRON,Career D-LEBRON
RJ Hampton,1,-0.48105395,-0.48105395,-3.131955848,-1.519419951,-1.612535897
Acie Law,2,0.056078057,0.028039028,-2.22576815,-0.923361912,-1.302406239
Joe Smith,2,-0.032921387,-0.016460693,-2.380279244,-1.16889547,-1.211383774
Jason Kapono,3,-0.042777934,-0.014259311,-2.353513335,-0.858710782,-1.494802553
Tony Wroten,4,-0.628976205,-0.157244051,-2.620854209,-0.840372457,-1.780481752
Antonio Blakeney,2,-0.270773365,-0.135386683,-2.677185616,-1.23082477,-1.446360846
Isaiah Briscoe,1,-0.140694263,-0.140694263,-2.686477787,-2.481251177,-0.20522661
Darius Morris,4,-0.189356089,-0.047339022,-2.504472575,-1.748304876,-0.756167699
Josh Selby,2,-0.049990165,-0.024995082,-2.564295939,-1.31823007,-1.246065869
Nik Stauskas,5,-1.85089249,-0.370178498,-2.728097535,-1.100868417,-1.627229119
Walker Russell,1,0.041801221,0.041801221,-2.126397295,-1.463077641,-0.663319654
Ky Bowman,1,-0.285363179,-0.285363179,-2.73159926,-2.853148159,0.121548899
Wayne Selden,3,-0.668895961,-0.22296532,-2.736246687,-1.440388636,-1.295858051
Norris Cole,6,-1.759168727,-0.293194788,-2.639918311,-1.332419032,-1.307499279
James Anderson,5,-0.738179215,-0.147635843,-2.580563943,-1.584142328,-0.996421615
Dahntay Jones,7,-1.073916506,-0.153416644,-2.652765231,-2.004218359,-0.648546872
Damjan Rudez,3,-0.512140571,-0.170713524,-2.784470216,-1.419498252,-1.364971964
Adreian Payne,4,-0.447601495,-0.111900374,-2.798130829,-2.010493411,-0.787637417
Collin Sexton,3,-1.577329965,-0.525776655,-2.676065076,-0.03723657,-2.638828506
Jonathan Bender,1,0.062953847,0.062953847,-1.978083714,-1.86963238,-0.108451334
Darius Garland,2,-0.456333406,-0.228166703,-2.512883596,-1.037573297,-1.475310299
Diante Garrett,2,-0.38282962,-0.19141481,-2.796960188,-1.912872915,-0.884087274
Melvin Ely,2,-0.168219607,-0.084109804,-2.959432482,-2.363914881,-0.595517602
Terrance Ferguson,4,-1.470933322,-0.36773333,-2.865366626,-2.400449907,-0.464916719
Maurice Evans,3,-0.437226444,-0.145742148,-2.519627574,-1.348782694,-1.17084488
Wade Baldwin,3,-0.217571219,-0.07252374,-2.890020969,-2.390745646,-0.499275323
Doron Lamb,2,-0.013126273,-0.006563137,-2.319247811,-1.508774241,-0.81047357
Bobby Brown,3,0.313722338,0.104574113,-1.678667537,-0.300900448,-1.377767089
Nick Johnson,1,-0.106722403,-0.106722403,-2.924334853,-1.714615328,-1.209719525
Deonte Burton,2,-0.238064839,-0.11903242,-2.925513891,-2.792561353,-0.132952538
Dwayne Bacon,4,-2.556824522,-0.639206131,-3.28603143,-2.254005416,-1.032026014
Sonny Weems,3,-0.807011875,-0.269003958,-2.68755874,-1.325907464,-1.361651275
Sasha Pavlovic,4,0.145395237,0.036348809,-2.221537785,-2.164969975,-0.05656781
Etan Thomas,2,-0.086985947,-0.043492973,-2.638720419,-2.501421389,-0.13729903
Adam Morrison,1,-0.071103911,-0.071103911,-2.753078581,-1.439475688,-1.313602893
Michael Finley,1,-0.141608034,-0.141608034,-2.60727376,-1.024727338,-1.582546422
Lance Thomas,9,-3.166534239,-0.351837138,-2.97141867,-1.996315851,-0.975102819
Semaj Christon,1,-0.441647422,-0.441647422,-2.997046916,-1.463830635,-1.53321628
Brian Scalabrine,3,-0.292592131,-0.09753071,-2.975610991,-2.036373332,-0.939237659
Jordan Poole,2,-0.865509361,-0.432754681,-2.898123579,-1.349744401,-1.548379178
Paul Zipser,2,-0.789037896,-0.394518948,-3.029697371,-2.914483986,-0.115213384
Tyshawn Taylor,2,-0.240453202,-0.120226601,-3.056011892,-1.751158555,-1.304853336
Jermaine Taylor,2,-0.057067063,-0.028533531,-2.414052012,-0.952215983,-1.461836029
Abdel Nader,4,-1.162822673,-0.290705668,-3.038873569,-2.484536868,-0.5543367
Jacob Evans,2,-0.323577392,-0.161788696,-3.099963563,-2.85369775,-0.246265813
James Wiseman,1,-0.527734361,-0.527734361,-3.270920491,-3.033286023,-0.237634467
Jabari Brown,1,-0.308904597,-0.308904597,-3.13496113,-1.006022548,-2.128938582
Quinton Ross,2,0.023755073,0.011877537,-2.264635699,-2.530295578,0.26565988
Juwan Howard,4,-1.520727798,-0.380181949,-3.250677009,-2.133758074,-1.116918935
Semi Ojeleye,4,-2.018312556,-0.504578139,-3.140905118,-2.491569698,-0.649335419
Patrick McCaw,5,-2.043886809,-0.408777362,-3.236979727,-2.392154801,-0.844824926
Byron Mullens,5,-1.537587451,-0.30751749,-2.987513026,-1.023622726,-1.9638903
Raja Bell,3,-1.215329267,-0.405109756,-2.9113098,-1.588401698,-1.322908102
DeQuan Jones,1,-0.371263771,-0.371263771,-3.009773294,-1.764020059,-1.245753235
Joey Graham,2,-0.655981064,-0.327990532,-3.048875654,-2.713833082,-0.335042573
Zeke Nnaji,1,-0.290019927,-0.290019927,-3.42421014,-1.883542325,-1.540667815
Jeffery Taylor,3,-1.615164185,-0.538388062,-3.26935681,-2.44987856,-0.819478249
Allonzo Trier,2,-1.119164354,-0.559582177,-3.29298087,-1.533145266,-1.759835604
Mardy Collins,1,-0.176211811,-0.176211811,-2.874954964,-2.712006799,-0.162948165
Ricky Davis,1,-0.182358545,-0.182358545,-2.861035138,-1.554993829,-1.306041309
Aleksej Pokusevski,1,-1.264642291,-1.264642291,-4.100947284,-3.205581503,-0.89536578
Terrel Harris,2,-0.10416857,-0.052084285,-2.666055947,-1.689935697,-0.97612025
Hollis Thompson,4,-4.549581832,-1.137395458,-3.392090127,-1.830066658,-1.56202347
Nolan Smith,2,-0.25569083,-0.127845415,-2.780280637,-1.551721848,-1.228558789
Patrick Williams,1,-1.56328723,-1.56328723,-3.514918176,-3.144005463,-0.370912712
Johnny O'Bryant III,4,-1.271439723,-0.317859931,-3.481989819,-2.452183407,-1.029806412
Stephen Graham,2,-0.96619474,-0.48309737,-3.168025587,-2.357082018,-0.810943569
Jarvis Hayes,1,-0.630104158,-0.630104158,-3.238268593,-1.612068043,-1.62620055
Jawad Williams,2,-0.509069379,-0.25453469,-2.990673499,-1.761309246,-1.229364253
Jonny Flynn,3,-2.569250249,-0.85641675,-3.364461843,-1.315028275,-2.049433567
Elliot Williams,4,-1.408383226,-0.352095806,-3.814793211,-2.317875456,-1.496917755
Isaac Okoro,1,-1.794260933,-1.794260933,-3.573370553,-2.639356522,-0.934014031
Anfernee Simons,3,-2.187742391,-0.729247464,-3.570183278,-0.97587612,-2.594307158
Andrew Goudelock,3,-0.377437003,-0.125812334,-3.537711878,-1.396876321,-2.140835557
Sekou Doumbouya,2,-1.687071,-0.8435355,-3.911679354,-2.357146176,-1.554533178
Jeremy Pargo,3,-0.416858904,-0.138952968,-2.89120719,-1.542165683,-1.349041507
Kevin Knox,3,-4.534118822,-1.511372941,-4.168497906,-2.38435656,-1.784141345
Malik Allen,2,-0.734822648,-0.367411324,-4.131014918,-2.758162003,-1.372852915
Kobi Simmons,2,-0.799342722,-0.399671361,-4.227761139,-2.086536549,-2.141224591
Cory Higgins,2,-0.270240886,-0.135120443,-3.221195562,-2.242421398,-0.978774164
Theo Maledon,1,-2.654323573,-2.654323573,-4.634937363,-3.516646153,-1.118291211
Josh Powell,3,-2.055265031,-0.685088344,-4.879491119,-3.128157128,-1.751333991
Trenton Hassell,1,-1.774003857,-1.774003857,-4.814538559,-3.96494447,-0.84959409
