Player,Seasons,Wins Added,WA / Season,Career LEBRON,Career O-LEBRON,Career D-LEBRON
Damien Wilkins,5,2.942142166,0.588428433,-1.30527898,-1.338602421,0.033323442
Julian Wright,2,1.026211784,0.513105892,-1.364538807,-1.806876807,0.442338
Sam Merrill,1,0.105781876,0.105781876,-1.617991018,-1.089782231,-0.528208788
Cameron Reynolds,2,0.176162238,0.088081119,-1.419988016,-0.826894054,-0.593093962
Solomon Hill,8,4.592257519,0.57403219,-1.581391669,-1.272583239,-0.30880843
Mickael Pietrus,4,3.217136554,0.804284138,-1.128701851,-1.156433213,0.027731362
Quincy Miller,3,0.453057897,0.151019299,-1.575726237,-1.375047422,-0.200678815
Evan Turner,10,10.71188713,1.071188713,-1.455232498,-1.341659394,-0.113573105
Jan Vesely,3,1.170625373,0.390208458,-1.58730615,-2.430219105,0.842912955
Dexter Pittman,4,0.130850647,0.032712662,-1.734771773,-1.803232644,0.068460872
Robbie Hummel,2,0.702562003,0.351281001,-1.546457775,-0.830371437,-0.716086338
Dzanan Musa,2,0.264220712,0.132110356,-1.548265223,-1.172700275,-0.375564948
Nenad Krstic,2,2.090765438,1.045382719,-1.353817648,-1.556468533,0.202650886
Tyler Dorsey,2,0.835014819,0.41750741,-1.552903157,-0.489636576,-1.063266581
Grayson Allen,3,1.138977228,0.379659076,-1.600276014,-0.509541907,-1.090734107
Anzejs Pasecniks,1,0.216619478,0.216619478,-1.556490702,-1.502054208,-0.054436494
Jordan Farmar,7,3.081225948,0.440175135,-1.516359618,-0.051686146,-1.464673472
P.J. Washington,2,2.709641298,1.354820649,-1.209680418,-2.021843733,0.812163315
Brandon Sampson,1,0.10532546,0.10532546,-1.562992654,-1.18541944,-0.377573213
RJ Hunter,4,0.192300106,0.048075027,-1.570293003,-1.366477315,-0.203815688
Ben McLemore,8,5.57829482,0.697286852,-1.561279602,-0.764094294,-0.797185308
Caleb Martin,2,0.732818967,0.366409484,-1.332718753,-1.386059373,0.053340621
Nico Mannion,1,-0.014523591,-0.014523591,-2.364076177,-1.196909863,-1.167166315
Dante Exum,6,2.183282797,0.363880466,-1.581503621,-1.324049288,-0.257454332
Chris Quinn,3,0.491591483,0.163863828,-1.060883403,-0.141402075,-0.919481329
Denzel Valentine,4,2.225293989,0.556323497,-1.577090582,-1.230388177,-0.346702405
Kendrick Nunn,2,2.348670799,1.174335399,-1.328576976,-0.44320163,-0.885375347
Daequan Cook,4,2.578964288,0.644741072,-0.882658421,-0.294334628,-0.588323793
Troy Williams,3,0.549858828,0.183286276,-1.601000953,-1.340435283,-0.26056567
Ben Hansbrough,1,0.074820499,0.074820499,-1.739914932,-1.252546065,-0.487368867
Jordan Clarkson,7,7.661834099,1.094547728,-1.492829299,0.670622474,-2.163451773
Darrun Hilliard,3,0.399318543,0.133106181,-1.605319753,-1.346629397,-0.258690356
Jamaal Magloire,3,0.590177592,0.196725864,-1.306980283,-2.282294376,0.975314094
DeSagana Diop,4,0.841330232,0.210332558,-1.034993238,-2.169281577,1.134288339
Donald Sloan,5,2.142528253,0.428505651,-1.458901861,-0.567317013,-0.891584848
Wayne Ellington,12,8.051772672,0.670981056,-1.523452979,-0.362763028,-1.160689951
Reggie Williams,7,2.526098022,0.360871146,-1.289729794,0.538410081,-1.828139875
Deng Adel,1,0.088020033,0.088020033,-1.620194108,-1.884118234,0.263924126
Harry Giles,3,0.921822019,0.307274006,-1.547366058,-1.585421251,0.038055193
Royal Ivey,5,0.693002608,0.138600522,-1.626976754,-1.338464737,-0.288512018
Jason Smith,10,4.097998496,0.40979985,-1.620156624,-1.577481503,-0.04267512
Michael Beasley,10,5.333838128,0.533383813,-1.630638047,-0.816486958,-0.814151089
Facundo Campazzo,1,1.747780336,1.747780336,-0.467510768,-0.94187436,0.474363592
Kelan Martin,2,0.513851622,0.256925811,-1.359474292,-1.19565955,-0.163814741
Marco Belinelli,11,9.30494492,0.845904084,-1.549967205,0.025880586,-1.575847791
Drew Gooden,7,3.36156092,0.480222989,-1.435013195,-0.826684611,-0.608328584
Luke Kennard,4,2.141825364,0.535456341,-1.666575043,-0.438293322,-1.228281721
Rui Hachimura,2,1.43992472,0.71996236,-1.636549756,-1.588193926,-0.048355829
Jonathan Gibson,2,0.118248674,0.059124337,-1.646978638,-0.697885056,-0.949093582
Meyers Leonard,9,3.020439609,0.335604401,-1.674514968,-1.465060552,-0.209454417
James Young,4,0.351382452,0.087845613,-1.651338974,-0.776501067,-0.874837907
Nassir Little,2,0.609342205,0.304671103,-1.547222172,-0.967798548,-0.579423624
Chris Hunter,1,0.439114405,0.439114405,-1.459099703,-1.186408978,-0.272690725
Shelden Williams,3,1.31339638,0.437798793,-1.593965987,-1.891988937,0.298022949
Luke Babbitt,8,2.693075564,0.336634445,-1.549041913,-0.80863303,-0.740408882
Dominique Jones,3,0.614561379,0.204853793,-1.059305843,-0.611774432,-0.447531411
Joel Przybilla,4,1.191134239,0.29778356,-1.268419212,-3.242740898,1.974321686
PJ Hairston,2,0.844713724,0.422356862,-1.666970086,-1.312706014,-0.354264072
Andrew Nicholson,5,1.398760449,0.27975209,-1.789630028,-1.839991164,0.050361136
Zydrunas Ilgauskas,2,1.150466203,0.575233101,-1.607065247,-1.894209534,0.287144287
Earl Barron,5,0.790257986,0.158051597,-0.904853628,-0.886330745,-0.018522883
Luther Head,2,0.916714688,0.458357344,-1.318954128,-0.643077185,-0.675876943
Lazar Hayward,3,0.452628128,0.150876043,-1.154930521,-0.403017608,-0.751912914
Miles Bridges,3,2.038035943,0.679345314,-1.763331898,-0.880788401,-0.882543497
E'Twaun Moore,10,5.219379416,0.521937942,-1.680074457,-1.113613241,-0.566461216
TJ Leaf,4,0.552416145,0.138104036,-1.647097067,-0.758881994,-0.888215073
Julian Washburn,1,0.104789299,0.104789299,-1.681061724,-1.654769279,-0.026292445
Anthony Brown,3,0.314377635,0.104792545,-1.681582862,-1.322030677,-0.359552186
Jared Cunningham,4,0.240462557,0.060115639,-1.706520036,-1.285841488,-0.420678548
Deyonta Davis,3,0.535907516,0.178635839,-1.683957433,-1.216287181,-0.467670252
Timothe Luwawu-Cabarrot,5,1.573499461,0.314699892,-1.784723199,-1.106258554,-0.678464645
Sebastian Telfair,5,2.296420889,0.459284178,-1.339018904,-0.618045066,-0.720973838
Malcolm Miller,3,0.145491992,0.048497331,-1.685469069,-0.840985118,-0.844483951
Malcolm Thomas,4,0.1215915,0.030397875,-1.755663434,-1.274670212,-0.480993222
Jaden McDaniels,1,0.676904204,0.676904204,-1.628090811,-2.652018719,1.023927908
Kwame Brown,4,1.63222141,0.408055353,-1.43976992,-1.697267569,0.257497648
Jared Terrell,1,0.044660035,0.044660035,-1.696241929,-1.055549586,-0.640692343
Kendrick Perkins,8,5.636953001,0.704619125,-1.419981785,-2.667219555,1.24723777
Cedi Osman,4,2.358343443,0.589585861,-1.760212914,-0.900555839,-0.859657076
Lamar Patterson,2,0.174482759,0.08724138,-1.700127719,-1.166289385,-0.533838335
Pooh Jeter,1,0.621247223,0.621247223,-1.215314211,-0.646795174,-0.568519037
Hilton Armstrong,3,0.599815039,0.199938346,-1.325851272,-2.148382265,0.822530993
Dan Gadzuric,3,0.733032787,0.244344262,-0.911193492,-2.10562118,1.194427688
Orlando Johnson,3,0.590121966,0.196707322,-1.506672979,-0.956037082,-0.550635897
Zabian Dowdell,1,0.144691609,0.144691609,-1.556164563,-1.141327614,-0.414836948
Caleb Swanigan,3,0.255451618,0.085150539,-1.716260305,-1.681018866,-0.035241439
Rakeem Christmas,2,0.085277974,0.042638987,-1.733140463,-1.319827627,-0.413312837
Brian Roberts,5,2.06951121,0.413902242,-1.705462746,-0.230273827,-1.475188918
Matt Thomas,2,0.181785025,0.090892512,-1.945275104,-0.601171374,-1.344103731
Mickael Gelabale,1,0.257504056,0.257504056,-1.700366868,-1.113700885,-0.586665983
DeAndre' Bembry,5,2.558940945,0.511788189,-1.476184938,-1.719901397,0.243716459
Keith Bogans,5,2.825370452,0.56507409,-1.378371013,-1.413917557,0.035546544
Allen Crabbe,7,3.392495206,0.484642172,-1.746591556,-0.724068845,-1.022522711
Austin Daye,6,2.376907648,0.396151275,-1.438223236,-0.953471731,-0.484751505
DJ Mbenga,2,0.343027169,0.171513584,-1.549018495,-3.019095359,1.470076864
Tre Jones,1,-0.01754499,-0.01754499,-2.402664602,-1.075767905,-1.326896697
Devin Ebanks,3,0.350894543,0.116964848,-1.560091556,-1.326014365,-0.234077191
Derrick Walton Jr.,2,0.144632823,0.072316411,-1.756285566,-1.15232008,-0.603965486
Isaiah Whitehead,2,0.661264624,0.330632312,-1.756336801,-1.536833491,-0.21950331
Travis Wear,2,0.32401499,0.162007495,-1.762459092,-1.913960636,0.151501544
Ricky Ledo,2,0.099411099,0.04970555,-1.762898048,-0.637832297,-1.125065751
Grant Williams,2,1.044701599,0.522350799,-1.581728535,-2.38732439,0.805595855
RJ Barrett,2,2.622056434,1.311028217,-1.370932241,-0.739090388,-0.631841854
Isaiah Taylor,2,0.429207942,0.214603971,-1.772202194,-0.8266215,-0.945580693
Obi Toppin,1,0.424232611,0.424232611,-1.36905661,-1.074636115,-0.294420495
Randy Foye,8,5.425379595,0.678172449,-1.708020223,-0.521404817,-1.186615407
Kevin Jones,1,0.219030396,0.219030396,-1.317216703,-0.879550897,-0.437665806
Rasho Nesterovic,1,0.117122575,0.117122575,-1.875547513,-1.213601719,-0.661945795
Paul Watson,2,0.102702591,0.051351295,-1.903056691,-1.089100874,-0.813955817
Mike Scott,9,2.91029516,0.323366129,-1.830474617,-0.850478537,-0.97999608
Darko Milicic,4,1.510197821,0.377549455,-1.511495242,-3.069699097,1.558203855
Justin Jackson,4,1.664612757,0.416153189,-1.774051047,-0.859426375,-0.914624672
Marcus Morris,0,0,#DIV/0!,#VALUE!,#N/A,#N/A
Trent Forrest,1,0.135589418,0.135589418,-1.626736192,-0.242433369,-1.384302823
Eddie House,2,1.638676129,0.819338064,-1.181797161,0.054467928,-1.236265089
Dairis Bertans,1,0.053243335,0.053243335,-1.82228104,-0.79707925,-1.02520179
Luke Harangody,2,0.667710928,0.333855464,-1.152298156,-0.821946177,-0.33035198
Nando De Colo,2,0.590039826,0.295019913,-1.677129045,-1.497781891,-0.179347154
Treveon Graham,4,0.899237979,0.224809495,-1.833753801,-1.569940212,-0.263813589
Earl Boykins,3,0.896543436,0.298847812,-1.677063318,-0.286156285,-1.390907033
Eric Maynor,5,2.676544149,0.53530883,-1.283221481,-0.333400772,-0.949820709
Arron Afflalo,9,5.478601914,0.608733546,-1.870513051,-0.349173015,-1.521340036
Jimmer Fredette,6,1.145426301,0.190904384,-1.767688404,0.575282295,-2.342970698
Amir Coffey,2,0.20160676,0.10080338,-1.75443904,-1.416744201,-0.33769484
Luguentz Dort,2,1.010695322,0.505347661,-1.660964381,-1.036823095,-0.624141287
Flip Murray,1,1.313603693,1.313603693,-1.12409351,-0.161540192,-0.962553318
Dennis Smith Jr.,4,1.33954763,0.334886907,-1.859404974,-1.135195681,-0.724209293
Sheldon Mac,1,0.082988053,0.082988053,-1.866425925,-1.469737877,-0.396688047
Omari Spellman,2,0.480794718,0.240397359,-1.873938597,-1.462234217,-0.41170438
De'Andre Hunter,2,0.8654712,0.4327356,-1.825431022,-1.154820025,-0.670610997
Rodney Purvis,1,0.08196356,0.08196356,-1.875996668,-1.094949233,-0.781047435
Jannero Pargo,5,1.697436714,0.339487343,-1.206083746,-0.09435273,-1.111731016
Cleanthony Early,2,0.224413446,0.112206723,-1.881058072,-1.796621413,-0.084436659
Darius Miller,6,1.640955303,0.27349255,-1.846484039,-0.630604739,-1.2158793
Kim English,1,0.275761375,0.275761375,-1.283575249,-0.691765293,-0.591809956
Ray McCallum,3,0.780808643,0.260269548,-1.88430069,-0.316971693,-1.567328997
JJ Hickson,7,2.785824852,0.397974979,-1.936045992,-1.465840254,-0.470205739
Derrick Williams,7,2.956520605,0.422360086,-1.803116028,-0.758068939,-1.045047089
Devin Brown,1,1.170763043,1.170763043,-0.648808617,-0.840455727,0.191647111
Jalen McDaniels,2,0.406464481,0.20323224,-1.790921165,-1.318504042,-0.472417124
Aaron Gray,5,0.898978204,0.179795641,-1.768814,-2.195254444,0.426440444
Brandon Rush,8,2.369536333,0.296192042,-1.899727269,-1.378238439,-0.521488831
Gary Clark,3,0.454159326,0.151386442,-1.937384413,-1.340265804,-0.597118609
Tony Battie,3,0.294600435,0.098200145,-1.756158245,-2.834799681,1.078641437
Joel Freeland,3,0.571467966,0.190489322,-1.831540469,-2.133582838,0.302042368
Okaro White,3,0.144604404,0.048201468,-1.912858319,-1.581925179,-0.33093314
Jahlil Okafor,6,0.909762237,0.151627039,-2.027227866,-1.797223346,-0.23000452
Ognjen Kuzmic,2,0.042069373,0.021034686,-1.916884901,-1.030117526,-0.886767375
JaKarr Sampson,6,0.802145991,0.133690998,-1.968894563,-2.206938872,0.238044309
Larry Drew II,2,0.073869197,0.036934598,-1.919125959,-1.120801662,-0.798324297
Rodney Carney,2,0.67810245,0.339051225,-1.451013799,-0.999004564,-0.452009235
Sean McDermott,1,0.040965353,0.040965353,-1.91099556,-1.310560129,-0.600435431
Ike Diogu,2,0.184950633,0.092475316,-1.727025665,-0.833636143,-0.893389523
Thanasis Antetokounmpo,3,0.069415153,0.023138384,-2.155202913,-2.332682645,0.177479732
Toure' Murry,2,0.094991527,0.047495763,-1.93681653,-1.254114836,-0.682701694
Theo Ratliff,2,0.533629868,0.266814934,-1.387788567,-1.923628222,0.535839655
Austin Rivers,9,4.847881817,0.538653535,-1.803075184,-0.404897041,-1.398178143
Chucky Atkins,1,0.501999237,0.501999237,-1.132136228,-0.598256653,-0.533879575
Jordan Crawford,6,2.800944504,0.466824084,-1.687570609,0.387786332,-2.075356941
Francisco Elson,3,0.134045064,0.044681688,-2.012280703,-2.47889135,0.466610647
Luke Walton,4,1.404059718,0.351014929,-1.248619473,-0.997738476,-0.250880997
Javonte Green,2,0.482403882,0.241201941,-1.532707479,-1.516556457,-0.016151022
KJ McDaniels,3,0.486515707,0.162171902,-1.955291068,-1.545994211,-0.409296857
Udoka Azubuike,1,0.015940366,0.015940366,-1.88255731,-1.060888912,-0.821668398
Mikki Moore,2,0.06822696,0.03411348,-2.107150696,-2.143080821,0.035930124
Alex Abrines,3,0.607874435,0.202624812,-1.975043079,-0.990599387,-0.984443692
Kyle Singler,6,1.704816999,0.284136166,-1.976855314,-1.291950137,-0.684905177
Richard Hamilton,4,2.224352949,0.556088237,-1.613429181,0.031822165,-1.645251346
Aaron Nesmith,1,0.231519521,0.231519521,-1.780986279,-1.613229052,-0.167757227
Alan Anderson,6,1.732879571,0.288813262,-1.869446894,-0.701608208,-1.167838687
John Jenkins,6,0.625489244,0.104248207,-1.872457004,-0.71446354,-1.157993464
Alonzo Gee,8,1.34398246,0.167997808,-2.080153898,-1.446136399,-0.634017499
Tyrone Wallace,3,0.33863089,0.112876963,-1.992489275,-1.443506009,-0.548983266
Isaiah Hicks,2,0.056531213,0.028265606,-1.992661477,-1.558306513,-0.434354964
Bryn Forbes,5,1.795413666,0.359082733,-1.920879877,-0.702847874,-1.218032003
Doug McDermott,7,2.059220029,0.29417429,-1.99230652,-0.411845801,-1.580460719
DJ White,5,0.368574917,0.073714983,-2.027024344,-1.556147649,-0.470876696
Darius Songaila,2,-0.02800938,-0.01400469,-2.332697611,-2.259576346,-0.073121265
Sean Kilpatrick,4,0.607551559,0.15188789,-2.007789683,-0.257648622,-1.750141061
Chris Duhon,4,2.642144237,0.660536059,-1.495584299,-0.819883249,-0.675701049
Jordan Hill,8,1.661962292,0.207745287,-1.986424012,-1.318635982,-0.66778803
Garrison Mathews,2,0.163194508,0.081597254,-2.111800716,-1.106379392,-1.005421324
Robert Sacre,4,0.551620569,0.137905142,-2.000366875,-2.309504609,0.309137734
Marcus Georges-Hunt,2,0.05290121,0.026450605,-2.0118539,-1.358980518,-0.652873382
Yi Jianlian,3,1.389427194,0.463142398,-1.601271913,-1.78822462,0.186952707
Furkan Aldemir,1,0.101006768,0.101006768,-2.020893067,-1.999651067,-0.021242001
Kenyon Martin Jr.,1,-0.085157191,-0.085157191,-2.424611625,-1.356789527,-1.067822097
Saddiq Bey,1,0.380070382,0.380070382,-2.002470157,-0.465216575,-1.537253581
Linas Kleiza,3,1.223367146,0.407789049,-1.555995541,-0.479354858,-1.076640683
Tyler Herro,2,0.352485876,0.176242938,-2.136182935,-0.330421541,-1.805761394
Brandon Paul,1,0.098598338,0.098598338,-2.0445136,-2.188321097,0.143807497
Manny Harris,4,0.76879162,0.192197905,-1.580467494,-1.192754682,-0.387712812
Darnell Jackson,2,0.073100631,0.036550315,-2.121635836,-1.682885175,-0.438750662
Kyrylo Fesenko,3,0.29717224,0.099057413,-1.797777459,-2.50168204,0.703904581
Darius Bazley,2,-0.136138396,-0.068069198,-2.376362496,-2.437771884,0.061409387
Jarell Martin,4,0.488981565,0.122245391,-2.053377609,-2.146686929,0.093309319
Jerryd Bayless,10,2.609985149,0.260998515,-1.977643761,-0.452663539,-1.524980222
Ryan Gomes,4,1.387093739,0.346773435,-1.866451441,-1.351481767,-0.514969674
Shannon Brown,6,1.709825412,0.284970902,-1.903009064,-0.786644719,-1.116364346
Carsen Edwards,2,0.157620369,0.078810185,-1.925767204,-0.812380379,-1.113386826
Quincy Pondexter,7,1.288199044,0.184028435,-1.95272439,-1.042494773,-0.910229617
James Michael McAdoo,4,0.139139134,0.034784784,-2.067175256,-1.76388562,-0.303289636
Bruno Fernando,2,0.129955962,0.064977981,-2.094022299,-2.042190199,-0.0518321
Willie Green,6,1.261828827,0.210304804,-2.041004272,-1.353912904,-0.687091368
Nemanja Nedovic,1,0.022029866,0.022029866,-2.069382318,-1.088565604,-0.980816715
Antoine Wright,2,0.764164019,0.382082009,-1.495246212,-0.953255045,-0.541991167
Anthony Edwards,1,2.160370415,2.160370415,-0.903030553,0.908966044,-1.811996598
Frank Ntilikina,4,0.594650689,0.148662672,-2.086330889,-2.221418442,0.135087553
Will Bynum,6,1.218812365,0.203135394,-1.978924756,-0.065328603,-1.913596153
Coby White,2,1.444551441,0.72227572,-1.737144012,-0.377798798,-1.359345214
Rasual Butler,6,1.690109828,0.281684971,-1.896652145,-1.186850935,-0.70980121
Samardo Samuels,3,0.450138357,0.150046119,-1.909861097,-2.406646298,0.496785201
Ryan Hollins,7,0.704280266,0.100611467,-2.095368501,-2.431725651,0.33635715
Tony Snell,8,1.304278162,0.16303477,-2.14647821,-1.358564001,-0.787914209
Miye Oni,2,-0.040010251,-0.020005126,-2.403730089,-1.652568673,-0.751161417
Emmanuel Mudiay,5,0.880018605,0.176003721,-2.119275251,-0.951992497,-1.167282754
DeAndre Liggins,5,0.127241819,0.025448364,-2.202766859,-2.597092556,0.394325697
Jerry Stackhouse,4,0.86380552,0.21595138,-1.547742824,-0.563439606,-0.984303219
Romeo Langford,2,-0.126282621,-0.063141311,-2.598392097,-2.344224899,-0.254167198
Christian Eyenga,2,0.41947395,0.209736975,-1.701148516,-2.143101758,0.441953241
JaJuan Johnson,1,0.075785121,0.075785121,-1.919452028,-2.040097096,0.120645068
Jarron Collins,2,0.080952489,0.040476245,-2.027712931,-2.402717918,0.375004987
Bobby Simmons,3,0.361355148,0.120451716,-1.64862752,-1.190653928,-0.457973592
Glenn Robinson,7,0.54066966,0.077238523,-2.152891349,-1.506128498,-0.646762851
Joffrey Lauvergne,4,0.293641335,0.073410334,-2.149676283,-0.776954962,-1.372721321
Troy Daniels,7,0.518734954,0.074104993,-2.157542433,-0.123686277,-2.033856156
Chris Douglas-Roberts,5,0.692987214,0.138597443,-2.033591198,-1.844512244,-0.189078953
Cristiano Felicio,6,0.452810125,0.075468354,-2.127969531,-1.491846323,-0.636123208
Jawun Evans,2,0.079494244,0.039747122,-2.161649157,-1.832909567,-0.32873959
Henry Sims,4,0.271485348,0.067871337,-2.166021055,-1.652335117,-0.513685938
Hamidou Diallo,3,0.025168351,0.00838945,-2.296761962,-1.866817692,-0.429944269
Jaylen Adams,2,0.036808611,0.018404306,-2.179028769,-1.764752465,-0.414276304
Tyrese Maxey,1,0.769907436,0.769907436,-1.067771033,0.240980623,-1.308751657
Jason Collins,5,0.266426025,0.053285205,-2.049683222,-2.969529402,0.91984618
Solomon Jones,5,0.502481958,0.100496392,-1.833099993,-2.638392398,0.805292404
Sean Marks,2,-0.09086473,-0.045432365,-2.807963676,-2.512770032,-0.295193644
Sterling Brown,4,0.476012807,0.119003202,-2.115965862,-2.038979015,-0.076986848
Ben Gordon,6,0.525273836,0.087545639,-2.214965716,-0.079734521,-2.135231195
Cam Reddish,2,0.060347888,0.030173944,-2.267205761,-1.270153094,-0.997052667
Josh Jackson,4,0.767372378,0.191843094,-2.114920711,-1.732098906,-0.382821805
Victor Claver,3,0.392328111,0.130776037,-1.752066832,-1.416229385,-0.335837447
Malik Monk,4,0.233965461,0.058491365,-2.227133236,-0.341314904,-1.885818332
Jerome Robinson,3,0.043073675,0.014357892,-2.263028627,-1.921402544,-0.341626083
Larry Hughes,2,0.685514129,0.342757064,-1.464483064,-1.356095317,-0.108387747
Shane Larkin,4,0.224913946,0.056228486,-2.235816655,-1.583354829,-0.652461826
DaJuan Summers,4,0.202795075,0.050698769,-1.92982508,-1.382831296,-0.546993783
DeShawn Stevenson,4,2.560883298,0.640220825,-1.377975375,-1.113330459,-0.264644916
Josh Howard,4,1.120556615,0.280139154,-1.63525582,-0.91142737,-0.72382845
Ty Jerome,2,0.138271082,0.069135541,-2.11624349,-0.91111064,-1.20513285
Mario Hezonja,5,0.221163378,0.044232676,-2.257222886,-1.658418938,-0.598803948
Kevin Porter Jr.,2,0.181935428,0.090967714,-2.175228431,-1.082223945,-1.093004486
Armon Johnson,2,0.095018517,0.047509259,-1.952726816,-1.285656042,-0.667070774
Xavier Henry,5,0.631724082,0.126344816,-1.989121082,-1.530030697,-0.459090385
Nathan Jawai,1,0.191606437,0.191606437,-1.602525887,-1.532147954,-0.070377934
Edmond Sumner,4,-0.036413983,-0.009103496,-2.340235603,-1.16004507,-1.180190533
Elie Okobo,2,0.048016093,0.024008047,-2.267937232,-1.579699817,-0.688237415
Derrick Brown,3,-0.361402144,-0.120467381,-2.526624857,-1.037918077,-1.48870678
Eric Paschall,2,-0.01104529,-0.005522645,-2.310733599,-1.057703358,-1.253030241
Killian Hayes,1,-0.499856634,-0.499856634,-3.448821503,-2.667347704,-0.781473798
Admiral Schofield,1,0.005381823,0.005381823,-2.281379174,-1.911514416,-0.369864758
Maalik Wayns,2,0.082666997,0.041333498,-1.713431449,-0.490552423,-1.222879027
Chandler Hutchison,3,-0.042040331,-0.014013444,-2.343646096,-2.269369194,-0.074276902
Marcus Williams,1,0.481333294,0.481333294,-1.472713707,-0.302443504,-1.170270203
Von Wafer,2,0.235519129,0.117759565,-1.9596912,-1.300997113,-0.658694087
Kostas Papanikolaou,2,0.016419406,0.008209703,-2.28524383,-1.666251993,-0.618991837
Dragan Bender,4,0.071053457,0.017763364,-2.287283453,-2.165199212,-0.122084242
Damyean Dotson,4,-0.397658659,-0.099414665,-2.448968218,-1.336849495,-1.112118722
Isaiah Canaan,6,0.07780672,0.012967787,-2.288676837,-0.947100128,-1.341576709
Shabazz Muhammad,5,0.033264435,0.006652887,-2.296599022,0.273202977,-2.569801999
Andres Nocioni,3,0.717249666,0.239083222,-1.865644991,-0.597688154,-1.267956837
Michael Frazier,1,-0.000756755,-0.000756755,-2.311464524,-1.390623247,-0.920841277
Jeremy Tyler,3,0.135699911,0.045233304,-2.108542133,-2.015536636,-0.093005497
KZ Okpala,2,0.007469545,0.003734773,-2.280485003,-1.878584374,-0.401900629
Archie Goodwin,4,-0.060702232,-0.015175558,-2.34926197,-1.01987099,-1.329390979
Brandon Davies,2,-0.029967776,-0.014983888,-2.349493475,-2.29210898,-0.057384495
Quinn Cook,5,-0.089782186,-0.017956437,-2.35908294,-0.642615006,-1.716467934
Nicolas Laprovittola,1,-0.006880034,-0.006880034,-2.363532865,-1.266856739,-1.096676126
Wes Iwundu,4,-0.167626796,-0.041906699,-2.372739793,-2.333943248,-0.038796545
Matt Carroll,4,0.35819933,0.089549833,-1.893074265,-1.189368292,-0.703705973
Jarrett Culver,2,-0.109551716,-0.054775858,-2.386961953,-1.964315469,-0.422646484
Alfonzo McKinnie,4,-0.032379383,-0.008094846,-2.331328481,-1.494288877,-0.837039605
Allen Iverson,1,0.530881569,0.530881569,-1.379285245,-0.823069938,-0.556215307
Dominic McGuire,4,0.92059273,0.230148182,-1.765562173,-2.147516188,0.381954014
Travis Outlaw,5,1.079276998,0.2158554,-1.98759094,-1.065657167,-0.921933773
Lonnie Walker,3,-0.965859996,-0.321953332,-2.869993596,-1.187261652,-1.682731944
Jonathon Simmons,4,-0.352754726,-0.088188681,-2.408804197,-1.524276502,-0.884527694
Marquis Daniels,4,0.319201034,0.079800258,-2.167554943,-2.029447212,-0.138107731
Keita Bates-Diop,3,0.007751444,0.002583815,-2.300295651,-1.702084002,-0.598211649
Johan Petro,4,-0.056308644,-0.014077161,-2.337982198,-3.105482738,0.76750054
Chasson Randle,4,-0.582008312,-0.145502078,-2.783574222,-1.741953175,-1.041621047
Charles Jenkins,2,0.294424442,0.147212221,-1.969851239,-1.22990435,-0.739946889
Michael Redd,3,0.495170657,0.165056886,-1.77331787,0.331531442,-2.104849312
J.R. Giddens,1,0.075507287,0.075507287,-1.826691952,-1.434775727,-0.391916224
Kevin Ollie,1,-0.067876895,-0.067876895,-2.696095334,-2.038793679,-0.657301655
Isaiah Roby,2,-0.35564258,-0.17782129,-2.680576572,-2.691053896,0.010477324
Derrick Caracter,1,-0.103570918,-0.103570918,-3.039632653,-1.99322746,-1.046405193
Fabricio Oberto,2,-0.075283879,-0.03764194,-2.468785196,-2.886467568,0.417682371
Al Thornton,2,0.520166483,0.260083241,-2.08038886,-1.45994729,-0.620441571
Carlos Arroyo,2,0.502563198,0.251281599,-2.035817155,-1.604506258,-0.431310897
Ian Clark,6,-0.516473986,-0.086078998,-2.481852115,-0.82559438,-1.656257735
Gary Forbes,2,0.102929492,0.051464746,-2.199963336,-0.615272857,-1.584690479
Morris Peterson,2,0.42925144,0.21462572,-1.653392381,-0.970132043,-0.683260338
Erick Green,2,-0.055567068,-0.027783534,-2.494417464,-0.662759033,-1.831658431
Perry Jones III,3,-0.137484738,-0.045828246,-2.432337214,-1.686656417,-0.745680798
Semih Erden,2,-0.004424214,-0.002212107,-2.31356358,-2.582073427,0.268509846
Joe Young,3,-0.14031859,-0.046772863,-2.51283556,-0.871982134,-1.640853427
Marquis Teague,3,0.123135449,0.04104515,-2.102078991,-1.851025776,-0.251053215
Sam Young,4,0.508510339,0.127127585,-2.123694262,-1.359664379,-0.764029883
Gal Mekel,2,-0.049571796,-0.024785898,-2.532485293,-1.426717179,-1.105768114
Hakim Warrick,4,0.407167568,0.101791892,-2.153625351,-0.741099189,-1.412526162
MarShon Brooks,5,-0.483286439,-0.096657288,-2.522505845,-0.850794996,-1.67171085
Terrence Williams,4,0.522597881,0.13064947,-2.036414079,-1.164647144,-0.871766935
Anthony Bennett,4,-0.316741731,-0.079185433,-2.564908971,-1.748532348,-0.816376623
Kevin Seraphin,7,-1.417616023,-0.202516575,-2.680112062,-2.898180729,0.218068667
Rafer Alston,1,0.682751921,0.682751921,-1.579210896,-2.023957657,0.444746761
James White,1,0.033427058,0.033427058,-2.187244128,-1.692946354,-0.494297774
Rashad Vaughn,3,-0.335559843,-0.111853281,-2.611095222,-1.770208961,-0.840886261
Earl Clark,6,0.167895003,0.027982501,-2.239973317,-2.313969922,0.073996605
Frank Jackson,3,-0.456117383,-0.152039128,-2.560459705,-0.783638212,-1.776821493
